key	seed	level	GND	AAD	true_ani	complete	missing_percent	s
AG-426-E17_a5_gnd002_p1_s2	AG-426-E17	AG-426-E17_a5_gnd002	0.018194	0.043764792	98.180561	0	1	2
AG-426-E17_a5_gnd002_p20_s5	AG-426-E17	AG-426-E17_a5_gnd002	0.018194	0.043764792	98.180561	0	20	5
AG-426-E17_a5_gnd002_p9_s1	AG-426-E17	AG-426-E17_a5_gnd002	0.018194	0.043764792	98.180561	0	9	1
AG-426-E17_a5_gnd003	AG-426-E17	AG-426-E17_a5_gnd003	0.027328509	0.065413751	97.267149	1		
AG-426-E17_a5_gnd003_p13_s5	AG-426-E17	AG-426-E17_a5_gnd003	0.027329	0.065413751	97.267149	0	13	5
AG-426-E17_a5_gnd003_p17_s2	AG-426-E17	AG-426-E17_a5_gnd003	0.027329	0.065413751	97.267149	0	17	2
AG-426-E17_a5_gnd003_p19_s3	AG-426-E17	AG-426-E17_a5_gnd003	0.027329	0.065413751	97.267149	0	19	3
AG-426-E17_a5_gnd003_p7_s1	AG-426-E17	AG-426-E17_a5_gnd003	0.027329	0.065413751	97.267149	0	7	1
AG-426-E17_a5_gnd003_p7_s4	AG-426-E17	AG-426-E17_a5_gnd003	0.027329	0.065413751	97.267149	0	7	4
AG-426-E17_a5_gnd004	AG-426-E17	AG-426-E17_a5_gnd004	0.036400946	0.086482489	96.359905	1		
AG-426-E17_a5_gnd004_p17_s3	AG-426-E17	AG-426-E17_a5_gnd004	0.036401	0.086482489	96.359905	0	17	3
AG-426-E17_a5_gnd004_p18_s5	AG-426-E17	AG-426-E17_a5_gnd004	0.036401	0.086482489	96.359905	0	18	5
AG-426-E17_a5_gnd004_p19_s4	AG-426-E17	AG-426-E17_a5_gnd004	0.036401	0.086482489	96.359905	0	19	4
AG-426-E17_a5_gnd004_p1_s2	AG-426-E17	AG-426-E17_a5_gnd004	0.036401	0.086482489	96.359905	0	1	2
AG-426-E17_a5_gnd004_p8_s1	AG-426-E17	AG-426-E17_a5_gnd004	0.036401	0.086482489	96.359905	0	8	1
AG-426-E17_a5_gnd005	AG-426-E17	AG-426-E17_a5_gnd005	0.045561995	0.106436666	95.443801	1		
AG-426-E17_a5_gnd005_p14_s1	AG-426-E17	AG-426-E17_a5_gnd005	0.045562	0.106436666	95.443801	0	14	1
AG-426-E17_a5_gnd005_p1_s4	AG-426-E17	AG-426-E17_a5_gnd005	0.045562	0.106436666	95.443801	0	1	4
AG-426-E17_a5_gnd005_p7_s5	AG-426-E17	AG-426-E17_a5_gnd005	0.045562	0.106436666	95.443801	0	7	5
AG-426-E17_a5_gnd005_p8_s2	AG-426-E17	AG-426-E17_a5_gnd005	0.045562	0.106436666	95.443801	0	8	2
AG-426-E17_a5_gnd005_p9_s3	AG-426-E17	AG-426-E17_a5_gnd005	0.045562	0.106436666	95.443801	0	9	3
AG-426-E17_a5_gnd006	AG-426-E17	AG-426-E17_a5_gnd006	0.054626612	0.126393540	94.537339	1		
AG-426-E17_a5_gnd006_p10_s3	AG-426-E17	AG-426-E17_a5_gnd006	0.054627	0.126393540	94.537339	0	10	3
AG-426-E17_a5_gnd006_p11_s1	AG-426-E17	AG-426-E17_a5_gnd006	0.054627	0.126393540	94.537339	0	11	1
AG-426-E17_a5_gnd006_p13_s4	AG-426-E17	AG-426-E17_a5_gnd006	0.054627	0.126393540	94.537339	0	13	4
AG-426-E17_a5_gnd006_p14_s5	AG-426-E17	AG-426-E17_a5_gnd006	0.054627	0.126393540	94.537339	0	14	5
AG-426-E17_a5_gnd006_p15_s2	AG-426-E17	AG-426-E17_a5_gnd006	0.054627	0.126393540	94.537339	0	15	2
AG-426-E17_a5_gnd007	AG-426-E17	AG-426-E17_a5_gnd007	0.063782449	0.146485350	93.621755	1		
AG-426-E17_a5_gnd007_p13_s1	AG-426-E17	AG-426-E17_a5_gnd007	0.063782	0.146485350	93.621755	0	13	1
AG-426-E17_a5_gnd007_p14_s5	AG-426-E17	AG-426-E17_a5_gnd007	0.063782	0.146485350	93.621755	0	14	5
AG-426-E17_a5_gnd007_p16_s3	AG-426-E17	AG-426-E17_a5_gnd007	0.063782	0.146485350	93.621755	0	16	3
AG-426-E17_a5_gnd007_p18_s2	AG-426-E17	AG-426-E17_a5_gnd007	0.063782	0.146485350	93.621755	0	18	2
AG-426-E17_a5_gnd007_p6_s4	AG-426-E17	AG-426-E17_a5_gnd007	0.063782	0.146485350	93.621755	0	6	4
AG-426-E17_a5_gnd008	AG-426-E17	AG-426-E17_a5_gnd008	0.072915698	0.166390950	92.708430	1		
AG-426-E17_a5_gnd008_p10_s1	AG-426-E17	AG-426-E17_a5_gnd008	0.072916	0.166390950	92.708430	0	10	1
AG-426-E17_a5_gnd008_p10_s2	AG-426-E17	AG-426-E17_a5_gnd008	0.072916	0.166390950	92.708430	0	10	2
AG-426-E17_a5_gnd008_p17_s3	AG-426-E17	AG-426-E17_a5_gnd008	0.072916	0.166390950	92.708430	0	17	3
AG-426-E17_a5_gnd008_p20_s5	AG-426-E17	AG-426-E17_a5_gnd008	0.072916	0.166390950	92.708430	0	20	5
AG-426-E17_a5_gnd008_p8_s4	AG-426-E17	AG-426-E17_a5_gnd008	0.072916	0.166390950	92.708430	0	8	4
AG-426-E17_a5_gnd009	AG-426-E17	AG-426-E17_a5_gnd009	0.081886490	0.184445242	91.811351	1		
AG-426-E17_a5_gnd009_p0_s5	AG-426-E17	AG-426-E17_a5_gnd009	0.081886	0.184445242	91.811351	0	0	5
AG-426-E17_a5_gnd009_p10_s3	AG-426-E17	AG-426-E17_a5_gnd009	0.081886	0.184445242	91.811351	0	10	3
AG-426-E17_a5_gnd009_p14_s4	AG-426-E17	AG-426-E17_a5_gnd009	0.081886	0.184445242	91.811351	0	14	4
AG-426-E17_a5_gnd009_p15_s1	AG-426-E17	AG-426-E17_a5_gnd009	0.081886	0.184445242	91.811351	0	15	1
AG-426-E17_a5_gnd009_p20_s2	AG-426-E17	AG-426-E17_a5_gnd009	0.081886	0.184445242	91.811351	0	20	2
AG-426-E17_a5_gnd010	AG-426-E17	AG-426-E17_a5_gnd010	0.091065783	0.203935242	90.893422	1		
AG-426-E17_a5_gnd010_p19_s3	AG-426-E17	AG-426-E17_a5_gnd010	0.091066	0.203935242	90.893422	0	19	3
AG-426-E17_a5_gnd010_p19_s5	AG-426-E17	AG-426-E17_a5_gnd010	0.091066	0.203935242	90.893422	0	19	5
AG-426-E17_a5_gnd010_p20_s2	AG-426-E17	AG-426-E17_a5_gnd010	0.091066	0.203935242	90.893422	0	20	2
AG-426-E17_a5_gnd010_p7_s4	AG-426-E17	AG-426-E17_a5_gnd010	0.091066	0.203935242	90.893422	0	7	4
AG-426-E17_a5_gnd010_p8_s1	AG-426-E17	AG-426-E17_a5_gnd010	0.091066	0.203935242	90.893422	0	8	1
AG-426-E17_a5_gnd011	AG-426-E17	AG-426-E17_a5_gnd011	0.100219014	0.221954451	89.978099	1		
AG-426-E17_a5_gnd011_p0_s5	AG-426-E17	AG-426-E17_a5_gnd011	0.100219	0.221954451	89.978099	0	0	5
AG-426-E17_a5_gnd011_p15_s4	AG-426-E17	AG-426-E17_a5_gnd011	0.100219	0.221954451	89.978099	0	15	4
AG-426-E17_a5_gnd011_p16_s2	AG-426-E17	AG-426-E17_a5_gnd011	0.100219	0.221954451	89.978099	0	16	2
AG-426-E17_a5_gnd011_p8_s3	AG-426-E17	AG-426-E17_a5_gnd011	0.100219	0.221954451	89.978099	0	8	3
AG-426-E17_a5_gnd011_p9_s1	AG-426-E17	AG-426-E17_a5_gnd011	0.100219	0.221954451	89.978099	0	9	1
AG-426-E17_a5_gnd012	AG-426-E17	AG-426-E17_a5_gnd012	0.109329675	0.239690297	89.067032	1		
AG-426-E17_a5_gnd012_p0_s2	AG-426-E17	AG-426-E17_a5_gnd012	0.109330	0.239690297	89.067032	0	0	2
AG-426-E17_a5_gnd012_p11_s3	AG-426-E17	AG-426-E17_a5_gnd012	0.109330	0.239690297	89.067032	0	11	3
AG-426-E17_a5_gnd012_p17_s5	AG-426-E17	AG-426-E17_a5_gnd012	0.109330	0.239690297	89.067032	0	17	5
AG-426-E17_a5_gnd012_p19_s4	AG-426-E17	AG-426-E17_a5_gnd012	0.109330	0.239690297	89.067032	0	19	4
AG-426-E17_a5_gnd012_p6_s1	AG-426-E17	AG-426-E17_a5_gnd012	0.109330	0.239690297	89.067032	0	6	1
AG-426-E17_a5_gnd013	AG-426-E17	AG-426-E17_a5_gnd013	0.118505494	0.257140081	88.149451	1		
AG-426-E17_a5_gnd013_p10_s1	AG-426-E17	AG-426-E17_a5_gnd013	0.118505	0.257140081	88.149451	0	10	1
AG-426-E17_a5_gnd013_p13_s3	AG-426-E17	AG-426-E17_a5_gnd013	0.118505	0.257140081	88.149451	0	13	3
AG-426-E17_a5_gnd013_p17_s4	AG-426-E17	AG-426-E17_a5_gnd013	0.118505	0.257140081	88.149451	0	17	4
AG-426-E17_a5_gnd013_p20_s2	AG-426-E17	AG-426-E17_a5_gnd013	0.118505	0.257140081	88.149451	0	20	2
AG-426-E17_a5_gnd013_p7_s5	AG-426-E17	AG-426-E17_a5_gnd013	0.118505	0.257140081	88.149451	0	7	5
AG-426-E17_a5_gnd014	AG-426-E17	AG-426-E17_a5_gnd014	0.127570980	0.275410270	87.242902	1		
AG-426-E17_a5_gnd014_p0_s3	AG-426-E17	AG-426-E17_a5_gnd014	0.127571	0.275410270	87.242902	0	0	3
AG-426-E17_a5_gnd014_p10_s2	AG-426-E17	AG-426-E17_a5_gnd014	0.127571	0.275410270	87.242902	0	10	2
AG-426-E17_a5_gnd014_p11_s1	AG-426-E17	AG-426-E17_a5_gnd014	0.127571	0.275410270	87.242902	0	11	1
AG-426-E17_a5_gnd014_p11_s4	AG-426-E17	AG-426-E17_a5_gnd014	0.127571	0.275410270	87.242902	0	11	4
AG-426-E17_a5_gnd014_p19_s5	AG-426-E17	AG-426-E17_a5_gnd014	0.127571	0.275410270	87.242902	0	19	5
AG-426-E17_a5_gnd015	AG-426-E17	AG-426-E17_a5_gnd015	0.136852786	0.292768298	86.314721	1		
AG-426-E17_a5_gnd015_p13_s2	AG-426-E17	AG-426-E17_a5_gnd015	0.136853	0.292768298	86.314721	0	13	2
AG-426-E17_a5_gnd015_p1_s5	AG-426-E17	AG-426-E17_a5_gnd015	0.136853	0.292768298	86.314721	0	1	5
AG-426-E17_a5_gnd015_p6_s4	AG-426-E17	AG-426-E17_a5_gnd015	0.136853	0.292768298	86.314721	0	6	4
AG-426-E17_a5_gnd015_p8_s3	AG-426-E17	AG-426-E17_a5_gnd015	0.136853	0.292768298	86.314721	0	8	3
AG-426-E17_a5_gnd015_p9_s1	AG-426-E17	AG-426-E17_a5_gnd015	0.136853	0.292768298	86.314721	0	9	1
AG-426-E17_a5_gnd016	AG-426-E17	AG-426-E17_a5_gnd016	0.145876572	0.309117013	85.412343	1		
AG-426-E17_a5_gnd016_p10_s4	AG-426-E17	AG-426-E17_a5_gnd016	0.145877	0.309117013	85.412343	0	10	4
AG-426-E17_a5_gnd016_p11_s3	AG-426-E17	AG-426-E17_a5_gnd016	0.145877	0.309117013	85.412343	0	11	3
AG-426-E17_a5_gnd016_p17_s5	AG-426-E17	AG-426-E17_a5_gnd016	0.145877	0.309117013	85.412343	0	17	5
AG-426-E17_a5_gnd016_p4_s1	AG-426-E17	AG-426-E17_a5_gnd016	0.145877	0.309117013	85.412343	0	4	1
AG-426-E17_a5_gnd016_p7_s2	AG-426-E17	AG-426-E17_a5_gnd016	0.145877	0.309117013	85.412343	0	7	2
AG-426-E17_a5_gnd017	AG-426-E17	AG-426-E17_a5_gnd017	0.155113203	0.325587169	84.488680	1		
AG-426-E17_a5_gnd017_p11_s2	AG-426-E17	AG-426-E17_a5_gnd017	0.155113	0.325587169	84.488680	0	11	2
AG-426-E17_a5_gnd017_p14_s3	AG-426-E17	AG-426-E17_a5_gnd017	0.155113	0.325587169	84.488680	0	14	3
AG-426-E17_a5_gnd017_p18_s4	AG-426-E17	AG-426-E17_a5_gnd017	0.155113	0.325587169	84.488680	0	18	4
AG-426-E17_a5_gnd017_p20_s1	AG-426-E17	AG-426-E17_a5_gnd017	0.155113	0.325587169	84.488680	0	20	1
AG-426-E17_a5_gnd017_p7_s5	AG-426-E17	AG-426-E17_a5_gnd017	0.155113	0.325587169	84.488680	0	7	5
AG-426-E17_a5_gnd018	AG-426-E17	AG-426-E17_a5_gnd018	0.164244715	0.341711892	83.575528	1		
AG-426-E17_a5_gnd018_p13_s3	AG-426-E17	AG-426-E17_a5_gnd018	0.164245	0.341711892	83.575528	0	13	3
AG-426-E17_a5_gnd018_p16_s5	AG-426-E17	AG-426-E17_a5_gnd018	0.164245	0.341711892	83.575528	0	16	5
AG-426-E17_a5_gnd018_p19_s4	AG-426-E17	AG-426-E17_a5_gnd018	0.164245	0.341711892	83.575528	0	19	4
AG-426-E17_a5_gnd018_p20_s1	AG-426-E17	AG-426-E17_a5_gnd018	0.164245	0.341711892	83.575528	0	20	1
AG-426-E17_a5_gnd018_p7_s2	AG-426-E17	AG-426-E17_a5_gnd018	0.164245	0.341711892	83.575528	0	7	2
AG-426-E17_a5_gnd019	AG-426-E17	AG-426-E17_a5_gnd019	0.173312807	0.358308888	82.668719	1		
AG-426-E17_a5_gnd019_p0_s4	AG-426-E17	AG-426-E17_a5_gnd019	0.173313	0.358308888	82.668719	0	0	4
AG-426-E17_a5_gnd019_p11_s2	AG-426-E17	AG-426-E17_a5_gnd019	0.173313	0.358308888	82.668719	0	11	2
AG-426-E17_a5_gnd019_p11_s5	AG-426-E17	AG-426-E17_a5_gnd019	0.173313	0.358308888	82.668719	0	11	5
AG-426-E17_a5_gnd019_p13_s1	AG-426-E17	AG-426-E17_a5_gnd019	0.173313	0.358308888	82.668719	0	13	1
AG-426-E17_a5_gnd019_p17_s3	AG-426-E17	AG-426-E17_a5_gnd019	0.173313	0.358308888	82.668719	0	17	3
AG-426-E17_a5_gnd020	AG-426-E17	AG-426-E17_a5_gnd020	0.182522507	0.373381118	81.747749	1		
AG-426-E17_a5_gnd020_p0_s5	AG-426-E17	AG-426-E17_a5_gnd020	0.182523	0.373381118	81.747749	0	0	5
AG-426-E17_a5_gnd020_p12_s3	AG-426-E17	AG-426-E17_a5_gnd020	0.182523	0.373381118	81.747749	0	12	3
AG-426-E17_a5_gnd020_p13_s4	AG-426-E17	AG-426-E17_a5_gnd020	0.182523	0.373381118	81.747749	0	13	4
AG-426-E17_a5_gnd020_p14_s1	AG-426-E17	AG-426-E17_a5_gnd020	0.182523	0.373381118	81.747749	0	14	1
AG-426-E17_a5_gnd020_p20_s2	AG-426-E17	AG-426-E17_a5_gnd020	0.182523	0.373381118	81.747749	0	20	2
AG-435-F03_a22_gnd00000	AG-435-F03	AG-435-F03_a22_gnd00000	0.000000000	0.000280250	100.000000	1		
AG-435-F03_a22_gnd00005	AG-435-F03	AG-435-F03_a22_gnd00005	0.000452895	0.001388213	99.954710	1		
AG-435-F03_a22_gnd00010	AG-435-F03	AG-435-F03_a22_gnd00010	0.000915485	0.002550488	99.908451	1		
AG-435-F03_a22_gnd00020	AG-435-F03	AG-435-F03_a22_gnd00020	0.001802578	0.004649101	99.819742	1		
AG-435-F03_a22_gnd00030	AG-435-F03	AG-435-F03_a22_gnd00030	0.002736761	0.006917168	99.726324	1		
AG-435-F03_a22_gnd00040	AG-435-F03	AG-435-F03_a22_gnd00040	0.003617621	0.009141785	99.638238	1		
AG-435-F03_a22_gnd00050	AG-435-F03	AG-435-F03_a22_gnd00050	0.004530336	0.011353366	99.546966	1		
AG-435-F03_a22_gnd00060	AG-435-F03	AG-435-F03_a22_gnd00060	0.005442359	0.013486739	99.455764	1		
AG-435-F03_a22_gnd00070	AG-435-F03	AG-435-F03_a22_gnd00070	0.006333606	0.015672251	99.366639	1		
AG-435-F03_a22_gnd00080	AG-435-F03	AG-435-F03_a22_gnd00080	0.007233164	0.017877316	99.276684	1		
AG-435-F03_a22_gnd00090	AG-435-F03	AG-435-F03_a22_gnd00090	0.008150727	0.020025896	99.184927	1		
AG-435-F03_a22_gnd001	AG-435-F03	AG-435-F03_a22_gnd001	0.009064135	0.022235305	99.093587	1		
AG-435-F03_a22_gnd002	AG-435-F03	AG-435-F03_a22_gnd002	0.018091567	0.043814523	98.190843	1		
AG-435-F03_a22_gnd003	AG-435-F03	AG-435-F03_a22_gnd003	0.027200714	0.065191699	97.279929	1		
AG-435-F03_a22_gnd004	AG-435-F03	AG-435-F03_a22_gnd004	0.036261386	0.086425493	96.373861	1		
AG-435-F03_a22_gnd005	AG-435-F03	AG-435-F03_a22_gnd005	0.045227878	0.106410112	95.477212	1		
AG-435-F03_a22_gnd006	AG-435-F03	AG-435-F03_a22_gnd006	0.054335640	0.126761879	94.566436	1		
AG-435-F03_a22_gnd007	AG-435-F03	AG-435-F03_a22_gnd007	0.063405314	0.146976781	93.659469	1		
AG-435-F03_a22_gnd008	AG-435-F03	AG-435-F03_a22_gnd008	0.072493686	0.166896225	92.750631	1		
AG-435-F03_a22_gnd009	AG-435-F03	AG-435-F03_a22_gnd009	0.081551588	0.185405732	91.844841	1		
AG-435-F03_a22_gnd010	AG-435-F03	AG-435-F03_a22_gnd010	0.090610183	0.204219385	90.938982	1		
AG-435-F03_a22_gnd011	AG-435-F03	AG-435-F03_a22_gnd011	0.099747722	0.223291564	90.025228	1		
AG-435-F03_a22_gnd012	AG-435-F03	AG-435-F03_a22_gnd012	0.108787619	0.241968351	89.121238	1		
AG-435-F03_a22_gnd013	AG-435-F03	AG-435-F03_a22_gnd013	0.117792199	0.259526313	88.220780	1		
AG-435-F03_a22_gnd014	AG-435-F03	AG-435-F03_a22_gnd014	0.126830018	0.277279798	87.316998	1		
AG-435-F03_a22_gnd015	AG-435-F03	AG-435-F03_a22_gnd015	0.135936395	0.295111492	86.406360	1		
AG-435-F03_a22_gnd016	AG-435-F03	AG-435-F03_a22_gnd016	0.145104405	0.312500000	85.489560	1		
AG-435-F03_a22_gnd017	AG-435-F03	AG-435-F03_a22_gnd017	0.154024499	0.329249800	84.597550	1		
AG-435-F03_a22_gnd018	AG-435-F03	AG-435-F03_a22_gnd018	0.163108024	0.345315270	83.689198	1		
AG-435-F03_a22_gnd019	AG-435-F03	AG-435-F03_a22_gnd019	0.172264953	0.362412666	82.773505	1		
AG-435-F03_a22_gnd020	AG-435-F03	AG-435-F03_a22_gnd020	0.181367175	0.378154437	81.863282	1		
AG-435-F03_a5_gnd00000	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000000	0.000280250	100.000000	1		
AG-435-F03_a5_gnd00000_p0_s5	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000	0.000280250	100.000000	0	0	5
AG-435-F03_a5_gnd00000_p10_s2	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000	0.000280250	100.000000	0	10	2
AG-435-F03_a5_gnd00000_p15_s3	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000	0.000280250	100.000000	0	15	3
AG-435-F03_a5_gnd00000_p17_s1	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000	0.000280250	100.000000	0	17	1
AG-435-F03_a5_gnd00000_p20_s4	AG-435-F03	AG-435-F03_a5_gnd00000	0.000000	0.000280250	100.000000	0	20	4
AG-435-F03_a5_gnd00005	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452203	0.001403420	99.954780	1		
AG-435-F03_a5_gnd00005_p13_s2	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452	0.001403420	99.954780	0	13	2
AG-435-F03_a5_gnd00005_p16_s4	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452	0.001403420	99.954780	0	16	4
AG-435-F03_a5_gnd00005_p17_s1	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452	0.001403420	99.954780	0	17	1
AG-435-F03_a5_gnd00005_p2_s3	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452	0.001403420	99.954780	0	2	3
AG-435-F03_a5_gnd00005_p8_s5	AG-435-F03	AG-435-F03_a5_gnd00005	0.000452	0.001403420	99.954780	0	8	5
AG-435-F03_a5_gnd00010	AG-435-F03	AG-435-F03_a5_gnd00010	0.000907868	0.002520074	99.909213	1		
AG-435-F03_a5_gnd00010_p15_s5	AG-435-F03	AG-435-F03_a5_gnd00010	0.000908	0.002520074	99.909213	0	15	5
AG-435-F03_a5_gnd00010_p18_s3	AG-435-F03	AG-435-F03_a5_gnd00010	0.000908	0.002520074	99.909213	0	18	3
AG-435-F03_a5_gnd00010_p19_s4	AG-435-F03	AG-435-F03_a5_gnd00010	0.000908	0.002520074	99.909213	0	19	4
AG-435-F03_a5_gnd00010_p5_s1	AG-435-F03	AG-435-F03_a5_gnd00010	0.000908	0.002520074	99.909213	0	5	1
AG-435-F03_a5_gnd00010_p7_s2	AG-435-F03	AG-435-F03_a5_gnd00010	0.000908	0.002520074	99.909213	0	7	2
AG-435-F03_a5_gnd00020	AG-435-F03	AG-435-F03_a5_gnd00020	0.001811580	0.004629549	99.818842	1		
AG-435-F03_a5_gnd00020_p13_s2	AG-435-F03	AG-435-F03_a5_gnd00020	0.001812	0.004629549	99.818842	0	13	2
AG-435-F03_a5_gnd00020_p17_s4	AG-435-F03	AG-435-F03_a5_gnd00020	0.001812	0.004629549	99.818842	0	17	4
AG-435-F03_a5_gnd00020_p17_s5	AG-435-F03	AG-435-F03_a5_gnd00020	0.001812	0.004629549	99.818842	0	17	5
AG-435-F03_a5_gnd00020_p2_s3	AG-435-F03	AG-435-F03_a5_gnd00020	0.001812	0.004629549	99.818842	0	2	3
AG-435-F03_a5_gnd00020_p7_s1	AG-435-F03	AG-435-F03_a5_gnd00020	0.001812	0.004629549	99.818842	0	7	1
AG-435-F03_a5_gnd00030	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699366	0.006904133	99.730063	1		
AG-435-F03_a5_gnd00030_p11_s1	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699	0.006904133	99.730063	0	11	1
AG-435-F03_a5_gnd00030_p13_s4	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699	0.006904133	99.730063	0	13	4
AG-435-F03_a5_gnd00030_p14_s3	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699	0.006904133	99.730063	0	14	3
AG-435-F03_a5_gnd00030_p18_s5	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699	0.006904133	99.730063	0	18	5
AG-435-F03_a5_gnd00030_p7_s2	AG-435-F03	AG-435-F03_a5_gnd00030	0.002699	0.006904133	99.730063	0	7	2
AG-435-F03_a5_gnd00040	AG-435-F03	AG-435-F03_a5_gnd00040	0.003624546	0.009085300	99.637545	1		
AG-435-F03_a5_gnd00040_p10_s2	AG-435-F03	AG-435-F03_a5_gnd00040	0.003625	0.009085300	99.637545	0	10	2
AG-435-F03_a5_gnd00040_p18_s5	AG-435-F03	AG-435-F03_a5_gnd00040	0.003625	0.009085300	99.637545	0	18	5
AG-435-F03_a5_gnd00040_p20_s3	AG-435-F03	AG-435-F03_a5_gnd00040	0.003625	0.009085300	99.637545	0	20	3
AG-435-F03_a5_gnd00040_p3_s4	AG-435-F03	AG-435-F03_a5_gnd00040	0.003625	0.009085300	99.637545	0	3	4
AG-435-F03_a5_gnd00040_p7_s1	AG-435-F03	AG-435-F03_a5_gnd00040	0.003625	0.009085300	99.637545	0	7	1
AG-435-F03_a5_gnd00050	AG-435-F03	AG-435-F03_a5_gnd00050	0.004555959	0.011136119	99.544404	1		
AG-435-F03_a5_gnd00050_p11_s2	AG-435-F03	AG-435-F03_a5_gnd00050	0.004556	0.011136119	99.544404	0	11	2
AG-435-F03_a5_gnd00050_p16_s3	AG-435-F03	AG-435-F03_a5_gnd00050	0.004556	0.011136119	99.544404	0	16	3
AG-435-F03_a5_gnd00050_p18_s1	AG-435-F03	AG-435-F03_a5_gnd00050	0.004556	0.011136119	99.544404	0	18	1
AG-435-F03_a5_gnd00050_p18_s4	AG-435-F03	AG-435-F03_a5_gnd00050	0.004556	0.011136119	99.544404	0	18	4
AG-435-F03_a5_gnd00050_p4_s5	AG-435-F03	AG-435-F03_a5_gnd00050	0.004556	0.011136119	99.544404	0	4	5
AG-435-F03_a5_gnd00060	AG-435-F03	AG-435-F03_a5_gnd00060	0.005423661	0.013436772	99.457634	1		
AG-435-F03_a5_gnd00060_p14_s2	AG-435-F03	AG-435-F03_a5_gnd00060	0.005424	0.013436772	99.457634	0	14	2
AG-435-F03_a5_gnd00060_p19_s4	AG-435-F03	AG-435-F03_a5_gnd00060	0.005424	0.013436772	99.457634	0	19	4
AG-435-F03_a5_gnd00060_p20_s3	AG-435-F03	AG-435-F03_a5_gnd00060	0.005424	0.013436772	99.457634	0	20	3
AG-435-F03_a5_gnd00060_p6_s1	AG-435-F03	AG-435-F03_a5_gnd00060	0.005424	0.013436772	99.457634	0	6	1
AG-435-F03_a5_gnd00060_p7_s5	AG-435-F03	AG-435-F03_a5_gnd00060	0.005424	0.013436772	99.457634	0	7	5
AG-435-F03_a5_gnd00070	AG-435-F03	AG-435-F03_a5_gnd00070	0.006362691	0.015717873	99.363731	1		
AG-435-F03_a5_gnd00070_p10_s2	AG-435-F03	AG-435-F03_a5_gnd00070	0.006363	0.015717873	99.363731	0	10	2
AG-435-F03_a5_gnd00070_p14_s1	AG-435-F03	AG-435-F03_a5_gnd00070	0.006363	0.015717873	99.363731	0	14	1
AG-435-F03_a5_gnd00070_p18_s4	AG-435-F03	AG-435-F03_a5_gnd00070	0.006363	0.015717873	99.363731	0	18	4
AG-435-F03_a5_gnd00070_p20_s5	AG-435-F03	AG-435-F03_a5_gnd00070	0.006363	0.015717873	99.363731	0	20	5
AG-435-F03_a5_gnd00070_p4_s3	AG-435-F03	AG-435-F03_a5_gnd00070	0.006363	0.015717873	99.363731	0	4	3
AG-435-F03_a5_gnd00080	AG-435-F03	AG-435-F03_a5_gnd00080	0.007256709	0.017851246	99.274329	1		
AG-435-F03_a5_gnd00080_p0_s4	AG-435-F03	AG-435-F03_a5_gnd00080	0.007257	0.017851246	99.274329	0	0	4
AG-435-F03_a5_gnd00080_p11_s5	AG-435-F03	AG-435-F03_a5_gnd00080	0.007257	0.017851246	99.274329	0	11	5
AG-435-F03_a5_gnd00080_p20_s1	AG-435-F03	AG-435-F03_a5_gnd00080	0.007257	0.017851246	99.274329	0	20	1
AG-435-F03_a5_gnd00080_p7_s2	AG-435-F03	AG-435-F03_a5_gnd00080	0.007257	0.017851246	99.274329	0	7	2
AG-435-F03_a5_gnd00080_p7_s3	AG-435-F03	AG-435-F03_a5_gnd00080	0.007257	0.017851246	99.274329	0	7	3
AG-435-F03_a5_gnd00090	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159037	0.019902065	99.184096	1		
AG-435-F03_a5_gnd00090_p17_s1	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159	0.019902065	99.184096	0	17	1
AG-435-F03_a5_gnd00090_p17_s3	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159	0.019902065	99.184096	0	17	3
AG-435-F03_a5_gnd00090_p20_s4	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159	0.019902065	99.184096	0	20	4
AG-435-F03_a5_gnd00090_p5_s2	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159	0.019902065	99.184096	0	5	2
AG-435-F03_a5_gnd00090_p8_s5	AG-435-F03	AG-435-F03_a5_gnd00090	0.008159	0.019902065	99.184096	0	8	5
AG-435-F03_a5_gnd001	AG-435-F03	AG-435-F03_a5_gnd001	0.009032972	0.022159269	99.096703	1		
AG-435-F03_a5_gnd001_p13_s4	AG-435-F03	AG-435-F03_a5_gnd001	0.009033	0.022159269	99.096703	0	13	4
